time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test#
1620727890,1110.470588235294,134.76470588235298,60.64705882352941,212.41176470588235,68.3,220.2941176470588,5438.64705882353,2.2,36.55999999999985,1.9137254901960887,4397.2,3.218464052287584,35.6,0.0578431372549005,1
1620727900,1111.4444444444443,5.996405228758158,60.833333333333336,212.44444444444449,1003.5,220.44444444444449,5498.611111111111,2.2,32.66000000000004,0.0973856209150199,16165.3,3.218464052287584,6.4,0.0032679738562109,1
1620727910,1112.888888888889,34.85,60.833333333333336,212.5,45.0,220.72222222222223,5847.111111111111,0.2,28.81000000000004,0.1444444444444571,2802.4,3.143464052287584,0.0,0.0055555555555542,1
1620727920,1117.2941176470588,6.771241830065355,60.41176470588236,212.58823529411765,45.0,221.05882352941177,5914.823529411765,0.1,18.789999999999964,0.4405228758169869,2802.4,1.4642156862745082,0.0,0.0088235294117652,1
1620727930,1162.8333333333333,26.62320261437908,60.833333333333336,214.38888888888889,1219.7,223.11111111111111,6181.055555555556,0.1,21.1,4.553921568627447,17268.8,3.8388888888888912,6.8,0.1800653594771233,1
1620727940,1329.3333333333333,3.366666666666697,60.833333333333336,220.72222222222223,670.8,229.33333333333331,6214.722222222223,5.4,17.170000000000073,16.65,4257.0,12.196895424836612,0.0,0.6333333333333343,1
1620727950,1518.388888888889,3.366666666666697,60.833333333333336,228.5,836.5,237.0,6029.722222222223,3.5,13.2,18.90555555555557,3983.9,19.39722222222223,0.0,0.7777777777777771,1
1620727960,1694.2222222222222,3.366666666666697,60.833333333333336,235.66666666666663,836.4,244.11111111111111,5950.333333333333,3.5,9.289999999999964,17.583333333333325,3826.5,20.119444444444436,0.0,0.7166666666666657,1
1620727970,1869.9444444444443,3.366666666666697,60.833333333333336,243.22222222222223,825.2,251.77777777777777,5773.222222222223,3.5,9.289999999999964,17.572222222222216,3800.3,19.81388888888889,0.0,0.7555555555555571,1
1620727980,2035.3333333333333,3.366666666666697,60.833333333333336,249.61111111111111,770.1,258.05555555555554,5610.666666666667,11.4,1.5100000000000364,16.53888888888889,4108.3,19.58333333333335,0.0,0.6388888888888886,1
1620727990,2207.833333333333,3.366666666666697,60.833333333333336,254.77777777777777,657.9,263.1111111111111,5436.777777777777,11.4,0.0,17.25000000000002,4381.9,18.375,0.0,0.5166666666666657,1
1620728000,2379.333333333333,3.366666666666697,60.833333333333336,260.27777777777777,720.8,268.8333333333333,5265.666666666667,11.4,0.0,17.15,4288.6,18.475,0.0,0.55,1
1620728010,2552.833333333333,3.366666666666697,60.833333333333336,267.5,782.7,276.0,5093.166666666667,3.8,0.0,17.35,3852.5,19.06388888888889,0.0,0.7222222222222229,1
1620728020,2713.5,3.366666666666697,60.833333333333336,273.55555555555554,734.1,282.1666666666667,4929.666666666667,3.8,6.109999999999855,16.066666666666652,4012.8,18.463888888888867,0.0,0.6055555555555543,1
1620728030,2884.833333333333,3.366666666666697,60.833333333333336,280.27777777777777,777.6,288.6111111111111,4757.555555555556,7.9,0.0,17.133333333333347,4113.1,18.43888888888887,0.0,0.6722222222222228,1
1620728040,3064.4444444444443,3.366666666666697,60.833333333333336,287.3888888888889,826.8,295.77777777777777,4578.777777777777,2.1,0.0,17.961111111111087,4011.5,19.105555555555565,0.0,0.7111111111111142,1
1620728050,3243.5,3.366666666666697,60.833333333333336,294.5,810.1,302.8888888888889,4400.944444444444,2.1,0.0,17.905555555555566,3966.1,19.558333333333348,0.0,0.7111111111111086,1
1620728060,3396.9444444444443,3.366666666666697,60.833333333333336,301.6111111111111,775.0,309.94444444444446,4247.333333333333,1.8,0.0,15.344444444444434,3782.2,18.263888888888893,0.0,0.7111111111111086,1
1620728070,3528.555555555556,3.366666666666697,60.833333333333336,309.3333333333333,782.5,317.77777777777777,4115.777777777777,1.8,6.119999999999891,13.161111111111133,3646.7,16.08333333333335,0.0,0.7722222222222228,1
1620728080,3644.222222222222,3.366666666666697,60.833333333333336,317.3888888888889,775.7,325.72222222222223,4001.222222222222,5.9,0.0,11.566666666666652,3637.6,14.13611111111111,0.0,0.80555555555556,1
1620728090,3767.444444444444,3.366666666666697,60.833333333333336,325.05555555555554,756.1,333.55555555555554,3877.6666666666665,5.9,0.0,12.322222222222218,3481.1,13.71666666666665,0.0,0.7666666666666628,1
1620728100,3900.6666666666665,3.366666666666697,60.833333333333336,330.22222222222223,650.8,338.44444444444446,3741.8888888888887,6.7,0.0,13.322222222222218,4273.5,15.258333333333349,0.0,0.5166666666666686,1
1620728110,4088.3333333333335,3.366666666666697,60.833333333333336,336.77777777777777,775.6,345.1111111111111,3556.6666666666665,6.7,0.0,18.766666666666698,4019.6,17.655555555555566,0.0,0.6555555555555543,1
1620728120,4236.277777777777,3.366666666666697,60.833333333333336,345.3333333333333,875.5,353.8333333333333,3408.777777777778,1.0,0.0,14.79444444444439,3593.3,18.05555555555552,0.0,0.8555555555555543,1
1620728130,4370.055555555556,3.366666666666697,60.833333333333336,353.3888888888889,803.6,361.77777777777777,3275.1111111111118,1.0,0.0,13.377777777777828,3453.6,16.027777777777782,0.0,0.80555555555556,1
1620728140,4496.5,3.366666666666697,60.833333333333336,360.8333333333333,771.3,369.3888888888889,3149.5,3.7,0.0,12.644444444444437,3677.9,14.725,0.0,0.74444444444444,1
1620728150,4629.833333333333,3.366666666666697,60.833333333333336,368.3333333333333,778.2,376.8333333333333,3015.277777777778,3.7,6.110000000000037,13.333333333333304,3669.8,14.813888888888869,0.0,0.75,1
