time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test_name,x_scaled
1620479456,1393.888888888889,4.25,0.0,224.88888888888883,224.8,225.05555555555551,72.16666666666667,0.9,7.690000000000001,21.77777777777777,1825.0666666666664,22.188888888888894,0.0,0.7666666666666666,30tps|6_nodes,0.0
1620479466,1625.722222222222,3.761111111111111,0.0,232.38888888888889,220.03333333333333,232.5,109.77777777777776,1.2,9.813333333333333,23.183333333333326,1796.8333333333333,27.230555555555554,0.0,0.75,30tps|6_nodes,4.645833333333333
1620479476,1840.9444444444448,3.605555555555556,0.0,239.94444444444443,223.13333333333333,240.16666666666663,145.83333333333334,1.0333333333333332,11.953333333333328,21.52222222222223,1816.1,27.14999999999999,0.0,0.7555555555555552,30tps|6_nodes,9.291666666666666
1620479486,2056.944444444444,5.222222222222223,0.0,247.16666666666663,208.96666666666667,247.3888888888889,198.0555555555556,0.3333333333333333,14.066666666666668,21.599999999999994,1742.0,26.375,0.0,0.7222222222222229,30tps|6_nodes,13.9375
1620479496,2262.777777777778,5.894444444444445,0.0,255.22222222222223,214.1,255.44444444444443,257.0,0.8333333333333335,16.19333333333333,20.58333333333334,1755.8333333333333,25.322222222222223,0.0,0.8055555555555562,30tps|6_nodes,18.583333333333332
1620479506,2455.9444444444443,6.755555555555554,0.0,263.8333333333333,208.8,264.0,324.5555555555555,0.8333333333333335,18.300000000000008,19.316666666666663,1701.2333333333331,24.38055555555556,0.0,0.8611111111111104,30tps|6_nodes,23.229166666666668
1620479516,2645.4999999999995,7.755555555555556,0.0,272.3333333333333,205.13333333333333,272.3888888888889,402.1111111111111,1.2666666666666666,20.536666666666665,18.95555555555555,1686.3666666666668,23.40000000000001,0.0,0.8500000000000001,30tps|6_nodes,27.875
1620479526,2837.555555555555,6.4944444444444445,0.0,280.5,210.0,280.8333333333333,467.0555555555556,0.9,23.049999999999997,19.20555555555555,1720.5333333333335,23.76388888888889,0.0,0.8166666666666668,30tps|6_nodes,32.520833333333336
1620479536,3026.111111111111,7.016666666666668,0.0,288.5555555555555,207.03333333333333,288.8333333333333,537.2222222222223,0.7333333333333334,25.210000000000008,18.855555555555565,1711.1,24.1861111111111,0.0,0.8055555555555544,30tps|6_nodes,37.166666666666664
1620479546,3210.333333333333,7.76111111111111,0.0,296.27777777777777,199.5,296.61111111111114,614.8333333333334,0.8333333333333334,26.07,18.422222222222217,1674.4333333333334,23.622222222222238,0.0,0.7722222222222229,30tps|6_nodes,41.8125
1620479556,3399.6666666666665,7.227777777777774,0.0,303.9444444444444,198.0,304.27777777777777,687.111111111111,0.9,26.063333333333336,18.933333333333348,1661.2666666666664,23.08611111111111,0.0,0.7666666666666666,30tps|6_nodes,46.458333333333336
1620479566,3573.833333333333,8.766666666666671,0.0,312.0555555555556,194.03333333333333,312.1666666666667,774.7777777777778,0.9666666666666668,26.053333333333317,17.41666666666665,1632.4666666666665,22.43055555555553,0.0,0.8111111111111123,30tps|6_nodes,51.104166666666664
1620479576,3753.444444444444,7.872222222222224,0.0,319.6666666666667,196.2,319.77777777777777,853.5,0.3,26.063333333333365,17.961111111111098,1656.6666666666667,22.35277777777777,0.0,0.7611111111111105,30tps|6_nodes,55.75
1620479586,3932.277777777778,8.488888888888887,0.0,327.0,188.3,327.1666666666667,938.388888888889,0.5333333333333333,26.08999999999998,17.88333333333335,1612.6666666666667,22.3277777777778,0.0,0.7333333333333334,30tps|6_nodes,60.395833333333336
1620479596,4108.5,8.622222222222218,0.0,334.5,186.86666666666667,334.5555555555556,1024.611111111111,1.5,26.076666666666657,17.622222222222202,1606.0333333333335,21.6277777777778,0.0,0.75,30tps|6_nodes,65.04166666666667
