time,commits_tot,pending_tx_rate,reject_tot,block_num_tot,msg_sent_rate,blocks_count,pending_tx_tot,tx_in_process_rate,rest_api_batch_rate,commits_rate,msg_receive_rate,tx_exec_rate,reject_rate,block_num_rate,test_name,x_scaled
1620417760,1355.1666666666667,0.5249999999999999,0.0,220.66666666666663,151.73333333333335,220.66666666666663,18.25,0.9333333333333336,6.996666666666663,23.46666666666667,1055.0666666666666,22.42083333333333,0.0,0.8416666666666667,30tps|4_nodes,0.0
1620417770,1615.5,0.5249999999999999,0.0,229.66666666666663,167.53333333333333,229.91666666666663,15.416666666666666,1.6333333333333335,9.310000000000006,26.03333333333333,1164.8333333333333,32.050000000000004,0.0,0.9,30tps|4_nodes,4.8478260869565215
1620417780,1879.9166666666667,0.3333333333333333,0.0,239.0,167.79999999999998,239.25,18.75,1.3999999999999997,11.493333333333323,26.441666666666663,1156.0333333333335,33.6375,0.0,0.9333333333333332,30tps|4_nodes,9.695652173913043
1620417790,2137.583333333333,0.3833333333333333,0.0,247.83333333333331,166.96666666666667,248.25,18.916666666666668,1.2666666666666666,13.626666666666672,25.766666666666666,1159.9,33.64166666666667,0.0,0.8833333333333333,30tps|4_nodes,14.543478260869565
1620417800,2401.0,0.6666666666666666,0.0,256.75,166.73333333333332,256.9166666666667,21.5,1.1,15.78333333333334,26.341666666666665,1160.5,33.729166666666664,0.0,0.8916666666666666,30tps|4_nodes,19.391304347826086
1620417810,2653.4166666666665,1.3833333333333335,0.0,265.5,163.9333333333333,265.75,35.333333333333336,0.9,17.903333333333332,25.241666666666664,1140.6666666666667,33.40833333333333,0.0,0.875,30tps|4_nodes,24.23913043478261
1620417820,2897.75,1.7416666666666665,0.0,274.25,161.36666666666665,274.5,52.75,0.5333333333333333,20.14666666666666,24.433333333333334,1123.4333333333334,32.729166666666664,0.0,0.875,30tps|4_nodes,29.08695652173913
1620417830,3132.833333333333,2.9083333333333337,0.0,282.9166666666667,154.96666666666667,283.1666666666667,81.83333333333333,0.6666666666666666,22.566666666666677,23.508333333333336,1090.966666666667,31.691666666666663,0.0,0.8666666666666667,30tps|4_nodes,33.93478260869565
1620417840,3355.583333333333,3.825,0.0,291.5,151.1,291.6666666666667,120.08333333333331,0.6666666666666666,24.85,22.275,1067.9666666666665,30.558333333333334,0.0,0.8583333333333334,30tps|4_nodes,38.78260869565217
1620417850,3570.0,4.075,0.0,300.0,149.1,300.3333333333333,160.83333333333334,0.6666666666666666,25.913333333333338,21.441666666666663,1051.8333333333333,29.8375,0.0,0.85,30tps|4_nodes,43.630434782608695
1620417860,3739.4166666666665,3.2583333333333333,0.0,306.5,100.83333333333331,306.5,193.41666666666663,1.5666666666666669,26.19666666666667,16.941666666666666,794.5666666666666,24.516666666666666,0.0,0.65,30tps|4_nodes,48.47826086956522
1620417870,3881.5,3.1,0.0,312.1666666666667,98.83333333333331,312.3333333333333,224.41666666666663,1.2333333333333334,26.146666666666665,14.208333333333334,786.6666666666666,19.516666666666666,0.0,0.5666666666666667,30tps|4_nodes,53.32608695652174
1620417880,4017.5,3.583333333333333,0.0,317.75,94.1,317.75,260.25,0.8333333333333334,26.163333333333323,13.6,764.3333333333334,19.02083333333333,0.0,0.5583333333333332,30tps|4_nodes,58.17391304347826
1620417890,4183.166666666667,33.68333333333334,0.0,324.0,113.40000000000002,324.25,597.0833333333334,0.6666666666666666,26.183333333333334,16.566666666666666,862.0,20.475,0.0,0.625,30tps|4_nodes,63.02173913043478
1620417900,4388.333333333333,5.833333333333333,0.0,332.3333333333333,141.9,332.6666666666667,655.4166666666666,0.6666666666666666,26.166666666666668,20.516666666666666,1012.2333333333332,25.195833333333336,0.0,0.8333333333333334,30tps|4_nodes,67.8695652173913
1620417910,4593.583333333333,6.233333333333333,0.0,341.0,139.13333333333333,341.1666666666667,717.75,1.6,26.15666666666668,20.525,998.8666666666668,27.5,0.0,0.8666666666666667,30tps|4_nodes,72.71739130434783
1620417920,4804.0,5.375,0.0,349.0833333333333,141.0,349.1666666666667,771.5,1.9,26.129999999999985,21.041666666666668,1010.7333333333332,27.54583333333333,0.0,0.8083333333333332,30tps|4_nodes,77.56521739130434
1620417930,5007.916666666667,5.4,0.0,356.9166666666667,138.43333333333334,357.0,825.5,1.0666666666666669,26.12666666666668,20.391666666666666,999.3,27.775,0.0,0.7833333333333332,30tps|4_nodes,82.41304347826087
1620417940,5205.25,6.583333333333333,0.0,365.3333333333333,138.13333333333335,365.5,891.3333333333334,0.6,26.13666666666668,19.73333333333333,990.2666666666668,27.23333333333333,0.0,0.8416666666666668,30tps|4_nodes,87.26086956521739
1620417950,5395.166666666667,7.0,0.0,373.3333333333333,132.43333333333334,373.5833333333333,961.3333333333334,1.0666666666666669,26.129999999999992,18.991666666666664,962.9333333333334,26.42083333333333,0.0,0.7999999999999999,30tps|4_nodes,92.1086956521739
1620417960,5583.833333333333,7.008333333333333,0.0,381.4166666666667,132.83333333333334,381.75,1031.4166666666667,1.9666666666666668,26.136666666666653,18.866666666666664,959.8666666666668,25.85833333333333,0.0,0.8083333333333332,30tps|4_nodes,96.95652173913044
1620417970,5720.416666666667,5.558333333333334,0.0,387.3333333333333,90.73333333333336,387.4166666666667,1087.0,2.466666666666667,26.166666666666668,13.658333333333331,738.9000000000001,21.675,0.0,0.5916666666666667,30tps|4_nodes,101.80434782608695
